text,target,title,date,check
"  Well, I agree that if you're going to stand in front of the net, that you should expect to get hit and hacked at. In general, you should expect to finish the game with some bruises. However, there is a fine line between hacking at a guy (causing some pain and discomfort) and blatantly attempting to injure another player. Felix Potvin, IMO, crossed that line on Wednesday. That two hander on Ciccarelli was way out of line. I lost a lot of respect for Potvin because of that. It showed an immaturity. He did not slash at Ciccarelli to simply try to remove him from the slot area (a legal position for Dino to be in). Instead, he slashed in an attempt to injure. It was out of shear frustration. As a Leaf supporter (just a supporter, I'm not a Leaf fan really), I was very disappointed.  You're right in mentioning Billy Smith and Ron Hextall (at least in his Philly days). They both crossed that same line at times and for that reason, many fans (and players) disliked them (that's why their names always comes up as examples when we talk about these issues). Let's hope",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"Just some thoughts:  I don't usually like to post simply to make fun of a player, but this time I couldn't resist.  During the Pens-Devils game last night, second period, I think Kevin Stevens was in the penalty box, Nicholls punched Kjell Samuellson in the face, then raised his stick like a two handed sword to defend himself!  All Kjell could do, at 8'7"" and 355 pounds, was laugh!  And speaking of Swedish Penguins defensemen, Ulf is getting a little out of hand lately.  His cheap shots are getting more frequent and more violent.  As everybody in the Meadowlands except for the officials could see last night, he rammed the butt of his stick down one of the Devil's throat.  I've always supported the argument ""he does his job by being irritating,"" but he's starting to push it over the edge IMHO.  Of course, Holik's chop to Barrasso's neck wasn't too sportsmanlike either. It seems that he was following the ""The only way to beat the Penguins is to injure them"" philosophy.  As my Modern Drama professor pointed out to me the other day, Jagr was stoned pretty well Tuesday night,",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"First off, the correct spelling of Nissan's luxury automobile division is ""Infiniti"" not ""Infinity.""  I would also like to clear up the question of what kind of engines power Lexus and Infiniti automobiles, since a person had remarked in earlier posts that most Lexus and Infiniti models had V6 engines, while at the same time saying that several of each manufacturer used V8 engines.  Lexus:   LS400- V8   GS300- V6   ES300- V6   SC400- V8   SC300- V6  Infiniti:   Q45- V8   J30- V6   G20- inline 4 (I must admit that I cannot remeber for sure here)  I hope this helps.",7,rec.autos,2023-10-14 18:59:16.722480,yes
"So, which one will officially be the end of the world? ;)  I can see the end of the WS now: ""Well folks, here it is.  Bottom of the ninth; bases loaded; Full count on Sandberg in this 1-1 game.  Clemens winds, heres the pitch.  Swung on and it is a  line drive to center.  Zupcic moves to his left. He's there and..... *****ZOT****** ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"Greetings all,  Can anyone let me know status of UK law about riding motorcycles.   I used to ride one about 12 years ago and never took my DOT test ( One of a whole list of things I wished I had done when I was young),but I have passed my car driving test. I now travel from Littlehampton to Brighton every day and I'm getting PISSED off with the traffic/road works. I thinking about getting a 100cc bike ( Don't Laugh ) just to get ""Streetwise"" and to take my test, then to get a bigger one ( 400 to 600 cc ).   Now I have been told I don't have to do the CBT but what will I have to do to get a full licence ?  Thanks in advanced  Leigh  ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
   Otherwise you get NO2 out the back.,8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
 Motorcycles are not allowed on th 17 mile drive at pebble Beach.,8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" I had the same inconvenience when I bought my EX-500; only I could at least go 50 mph during the initial break-in.  Despite the high quality of motor oils and motorcycle engines these days, I would follow the instructions, and just keep to city street riding for the first 500 miles. Heck, those miles go by fast, and it's worth it to know you haven't possibly screwed up your engine.  At the same time, this has all the makings of a 6-week-long thread debating the whole break-in topic.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"  How do you know they can be shortened by half-an-hour?  Has anybody done a study to determine how much time is actually ""wasted"" -- say, in these A's games?",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Bill James is, however, very closely tied to STATS.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"Hi there,        I was wondering if anyone knew if John Wetteland was put on the DL again       after his first 15-day period was up? I read in the USA Today Sports        section that he is on for ""surgery to repair broken toe"", and was       wondering if that was new. I thought he was just letting it heal.         Another question, Is Derek Lilliquist the main closer for the Indians now       that Olin is gone. I need to know cause I need to find a reliever to        replace Wetteland and so far Lilliquist is doing ok. Any information on       either of the players would be greatly appreciated. Thank you for your       time.          Ryan Robin.  ___________________________________________________________ ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Exactly.  You took the words right out of my mouth, Ron :-)  -- ",7,rec.autos,2023-10-14 18:59:16.722480,yes
" Actually, I've heard that some M1 Abrams tank commanders take the  governers off their turbine engines, and can acheive 90MPH on a paved road.  Never seen it myself, but I believe it...   [stuff deleted]    ----------------------------------------------------------------------------         ___                  / _ \                 '85 Mustang GT                        Bob Pitas       /    /USH              14.13 @ 99.8                      bpita@ctp.com      / /| \                  Up at NED, Epping, NH     ",7,rec.autos,2023-10-14 18:59:16.722480,yes
"  Is (was? :-( ) your HG zipper the nylon-coil type or the kind with molded plastic teeth? I've only tried it on the coiled nylon type, and it doesn't take much squish to fix the problem. I found I was overdoing it (no broken parts, but the zipper was too hard to pull) so after spreading the zipper pull jaws again, I tried with Vice-Grips. No, not the usual Grip Of Death technique, I adjusted the closed Vice-Grips so they were snug on the zipper jaws, then released them and tightened the adjusting screw a bit. A couple of iterations and I had just the right amount of Zipper Squish (TM).   I've had two zipper pulls fail on my Aerostich suit (actually on the Accessory Ellipse), and they sent me a few replacement pulls free of charge. I don't know what brand of zippers HG uses, but parts ARE available for YKK's plastic zippers. Replacement was pretty simple, just break and remove the plastic knob at the top of the zipper that keeps the pull from coming off the top end. Slide on the new zipper pull. Then crimp on (Vice-Grips again!) a replacement zipper stop.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" ...<waving policeman, happy policeman, nice policeman>...    Well, not me. However, I wouldn't trade all the times I've^H^H^H^H a close friend has been pulled over, cussed and shouted at, and finally let off with a verbal warning in exchange for a few waves & smiles!  :-) if you like but I'm serious.  Later,",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" Good advice.   My Ol'lady taps me on the shoulder to let me know she is   uncomfortable.  I, in turn, am prepared for her to move about on the   back of the bike.   We had 1 bad crash (nail in rear tire on left hand sweeper at crest   of hill on pavement/pea-gravel road) and her actions helped lessen   the severity of it.  As we were crashing, she stayed upright in the   saddle with her feet on the pegs and her hands about my waist.  I was  able to get the bike slowed down 10-15mph before we were high-sided.  She got off with a fair case of road rash and I had to have the doc   remove a lot of rocks from my knee.  Had she panicked we would have   probably crashed at greater speed causing greater injury.  BTW, as soon at the tire went flat, we went into VIOLENT tank-  slappers.  This is what she rode out in a ""normal"" riding posture!   ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" It took three days to get to us, but I'll try anyway as I naturally haven't seen the answer.   SAFE. The correct call is ""Infield Fly, (batter out) if fair"". Runners may advance at own risk. (Gotta tag up if caught, etc.) It is not a force, and the pop was not caught, so regardless of whether the SS tags 3B or 2B (it wasn't clear, above), he hasn't got the runner out.   OUT. See rule 6.05(L) APPROVED RULING. (Below). In this case, the umpire has decided for whatever reason that the infield fly rule doesn't apply. (Sounds like a bad call here, but that's not the point). The batter is not out, so a force situation is created. Therefore, the runner is out.  ( UNLESS, by rule 6.05(L) the ball is dead AND the batter is safe, then I guess the runners would advance unmolested.  I can't really tell from 6.05(L) that the ball is dead in this situation.)   Pertinent rules: 2.00 Definition of Infield Fly: ""When an Infield fly is called, runners may advance at their own risk. If on an infield fly rule, the infielder intentionally drops a",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"In Article: 106628 of rec.sport.baseball, <HEALEY@QUCDN.QueensU.CA> (Roger Healey)  wrote >>   Yes, the stance is new.  Don Baylor was his batting coach at St. Louis last year, and now, as his manager, is continuing to work with him.  Maybe Andres has a ""weak"" left eye and the open stance gives him a better look at the ball.  Or maybe it is simply improving his mechanics - I dunno.  But the change seems to have enabled him to hit the ball as well as 5 years ago.  His selectivity has not changed.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" :  This comes indirectly from Al Morgani who works in the studio : for ESPN hockey. [Some text deleted] :  ESPN is under contractual obligation to show baseball and COULD NOT : broadcast the OT of the hockey game.  Next year, ESPN2 will be introduced so  : baseball fans can watch baseball and hockey fans can watch hockey.  I hadn't heard about this new ESPN2. When is this new network supposed to start? Sounds great to me! (as long as my cable co. offers it) ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"nope.  4 cylinder.  i wasn't aware that there was another Infiniti with a V-8 besides the Q45.  several.  the 740i, 730i, 540i, 530i.  (4.0 liter and 3.0 liter V-8)  one or two?  there's at least one V-8 for every platform except the compact (190E).  S-class (400SEL, 500SEL), W124 (400E, 500E), and roadster (500SL).  acura doesn't have any V-8 cars at the moment.",7,rec.autos,2023-10-14 18:59:16.722480,yes
"   When did *you* go out and change the laws of physics? :-)  According to some numbers I used to see bandied around, shaft drive is on the order of 95-97% efficient, while chain drive is closer to 99%...   Seems to me that this makes *chain* drive more efficient, hmmmmm???    And granted, shaft has a lot less maintenance, which is fine, if you don't mind less performance... :-) :-)  Randy Davis                            Email: randy@megatek.com ZX-11 #00072 Pilot                            {uunet!ucsd}!megatek!randy DoD #0013",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" : That's not inner calm.  It's boredom, and it's being spoiled.  The Arena's : been as quiet as a church on many nights this year; too many of us just : take winning for granted.  It's been seemingly forever since the team : lost, and we've forgotten what it's like to feel real excitement and : surprise at victory.  At least last night there was some excitement. The Pens  didn't have it wrapped up before the game was half over like  the previous two games. I'm not sure if NJ just rose up and  played better or if the Penguins just started to play down  somewhat. Probably it was somewhere in between. New Jersey  seemed much more aggressive last night in the Pens end. They  did much more swarming around, which at least kept an  element of suspense in the game. No question that Billington  helped make it more interesting also. Claude Lemieux didn't  help the cause any though, with his ejection early in the  game. So, who's going to start in the Devils goal for the  ""final"" game Sunday? ;-) Sorry. I couldn't",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" Dayley's salary was guarenteed...with Wells the Jays were only on the hook for 25%(?) of it.  Give Jackson a break...he lost about 10 pounds with that flu he had when he was traded.   I would rather have Molitor than Winfield...Winfield was just hogging all the credit, and he was trying to soak the Jays for a 3 year guarenteed contract...   The Jays pitching can only get better...Molitor and Alomar haven't hit anything yet...and the Jays are still over .500...",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"   I'm not sure how far standardisation went, but on two of my bikes (the GS550B and, I think, the GT380M) I was able to pop a Cibie' insert directly into the original housing (held in by those roughly W-shaped springs).  The inserts used 55/60W halogen bulbs, and were great, although Mr Bill later indicates that this may be too much of a drain on your charging system.",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
 That's pretty good.  A friend had an Audi that he named Murphy.,7,rec.autos,2023-10-14 18:59:16.722480,yes
  And I thought the nutters were the ones throwing the bricks from the bridge.......   An institution?  ,7,rec.autos,2023-10-14 18:59:16.722480,yes
" Rust Staub is NOT Jewish. In fact, I think his father was a minister. ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
  Works really well on my 'bike too.   Tony ,8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"As I recall from Kieth Hernandez' 'auto'biography, Rusty is a devout Roman Catholic.  Kieth and Rusty would carpool to Shea everyday but Sunday, when Rusty would go to mass. SC ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
It's a toll for insurance companies and auto dealers to rip you off in case of accident or trade-in.  Charlie Ellis chellis@nyx.cs.du.edu,7,rec.autos,2023-10-14 18:59:16.722480,yes
I am curious to known if there are any professional sports teams whose games are regularly broadcast on an FM station.  The only one I am aware of is WYSP in Philadelphia who carries the Eagles' games.  If you respond to me I will summarize for the list.,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" funny, it seems to me that the stats major league and minor league handbooks, which are nothing BUT collections of statistics, are authored by ""bill james and stats inc. (and howe, for the minor league handbook)"".  and i am not sure how the 1993 bill james player ratings book qualifies as a ""book with statistics"", while the elias analyst is a ""statistics book"". the analyst contains more stats, sure, but it also contains more dialogue.  finally, the point was not about the word ""statistics"".  it was about ""money-grubbing"".  i don't see how anyone who has looked at the bill james player ratings book cannot consider him money-grubbing.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" That'll teach me not to qualify my statements...   OK, something to shoot for.  The Royals will score 531 runs or less this season (although they just decided to get McRae out of the leadoff spot :-( )  Of course, Valentine will throw this one back in my face when the Royals even manage to outscore another AL team.   Sean ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" No, Brian's hurt. His hand I think.  He started Saturday's game but was taken out.  It's far too early to populate the dog house, although Bedrock was seen with a milkbone.  ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"]it would be a shame to split boxer riders between different lists ]unless, of course, the existing list failed to meet the readers' ]needs.  nowhere did I see you mention K bikes, which, being made by BMW, are  welcome on my list. in fact, you go out of your way to say:             ""most all boxer talk is welcome""  your list appears to cater to boxers. that's great. my list caters to BMW's, *without any restrictions* like you have. considering that the subscription count went to 29 within 18 hours of my initial post about the list (which was made around 10:00pm just before I went to bed), I'd  say that there is a need for a *BMW* list as opposed to just a GS boxer  list.  my motivation for setting up the BMW list came from an earlier post of  yours announcing your boxer list. it didn't fit my needs.  ok, we've pissed on each other's list. let's get back to the regular net.noise and read our respective lists. ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" I too think that Joseph has had a GREAT year and should be considered for the Vezina.  I think Barrasso and Joseph should be the two strongest candidates this year.  I don't believe ALL of the hype that Roy, Belfour and now Potvin receive for their goaltending.  I do think that they are great in the nets, but I would rather have Curtis, Tommy or Fuhr in the nets during this years playoffs.  The big name tenders always seem to have a strong defense in front of them and the goaltenders get the most credit.  I would rather face 25 shots a game, than have to rely on Joseph saving 35, but if the goalie is going to face 35 shots, I would rather have Joseph or Barrasso facing them.  -Jay  ps Go Quebec!!!  And I know that McLean and several others should be mentioned as candidates for this years Vezina, but I am partial to Joseph and Barrasso this season. ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
 I have the same problem with my '90 probe.  The water is definitely not comming up from the rubber stoppered hole beneath the spare.  I have to remove the rubber stopper to drain the water.  Seems like a common problem with probe.  ,7,rec.autos,2023-10-14 18:59:16.722480,yes
" His performance at the plate may well be from the shoulder injury received when he ran into the wall making a catch in the Cincy series. It may also be him pressing a little.  As for the baserunning, it does not appear to be just Lankford. Dent made the bad call sending Lankford in the Sunday night game against Cincy - but everyone had a bad time against the Dodger's catcher.   Good question.  At least it doesn't appear that we are seeing the same Zeile :-) ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  It's the DoD license plate frame; cops really like 'em.  Either that, or he mistook you for one of his friends, possibly an off-duty cop.  -Dave  -------------------------------------------------------------------------------  ""I need your clothes, your boots, and your motorcycle""        - Arnold Schwarzenegger, T2",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"     writes...     I hesitate to make assumptions about other people when they write, but neither of you two *sound* as though you have kids, and you may not have spouses either.  Consider a night game starting at 7:05 PM EST.  (It was 7:35 last year, but Cleveland showed what I thought was good sense in pushing it back.) I go, and I'm into it until 11 PM minimum.  Extra innings could put me well past midnight.  Even without extra innings, if the score is beyond 2-1 I can't see my family that night at all.  If the next day is a workday, I may have to bag that as well.  Further, the later the game goes, the colder it gets on the shore of Lake Erie.  All that stuff enters into my consideration of even going to a game.  If you say you don't care about whether the game is sped up, IMPO you are  saying you don't care where the time goes, and that the game is for people who don't have families and don't have to get up for work the",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"    That's because they took the old VT 500 engine and stepped on it to make   the plant for the Hawk -> ""New Twin"".  Or does that only fly for Microsoft   NT (New Technology)?    I've been at this too long today ...    Cheers,   Victor ""Dances with Hawks"" Johnson",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"  Or a Caps fan residing in Atlanta, where they DONT EVEN TELL THE F&@(*@CKING PLAYOFF SCORES ON THE NEWS!!!!! ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" Automatic revocation of your license for a year.  I'm not sure it's the ""toughtest"" law around, but NC has absolutely no sense of humor with respect to driving laws, anyway.  I think they put you in jail and sell your first child into slavery for passing a school bus...  A bill breezed through the NC House to lower the intoxification level from .1 to .08.  It faces stiff opposition in the Senate.  Recently, the Highway Patrol took a few of the opposition Senators out and gave them some shots, and when they hit .07, put them on a course dodging cones.  They failed, and will probably change their votes as a result.  For some bizarre reason, NC is the only state where the governer has no veto power over legislation coming out of the state Congress, so his opinion on the matter is moot. ",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
"NY Islanders                     1 1 2 0 1--5 Washington                       0 2 2 0 0--4 First period      1, NY Islanders, Turgeon 1 (King, Thomas) 13:14. Second period      2, Washington, Hunter 3 (Johansson, Miller) 6:33.      3, NY Islanders, Turgeon 2 (Thomas, Vaske) 12:36.      4, Washington, Hunter 4 (Johansson, Carpenter) pp, 16:51. Third period      5, NY Islanders, Hogue 1 (unassisted) 3:31.      6, Washington, Khristich 2 (Cavallini, Bondra) 7:16.      7, NY Islanders, Ferraro 2 (Flatley, Hogue) 14:50.      8, Washington, Hunter 5 (Johansson, Khristich) pp, 19:57. First overtime      No scoring. Second overtime      9, NY Islanders, Mullen 1 (Ferraro, Flatley) 14:50.  NY Islanders: 5    Power play: 5-0 Scorer   ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" That was Clint Malarchuk.  That was a very dangerous accident.  He could he died right there on the ice.  However, he has played since   but I don't know where he is now.  I think he is still playing but I'm not positive.  He was a Sabre at the time. I don't know who skated into him though.   I remember a couple of seasons before the Malarchuk incident Borje Salming of Toronto fell down in the crease and someone skated into his face.  That took a lot of stiches to fix. ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" Sorry, Sherri, but I can't agree with this particular incident.  While I'm all for cutting down the number of chain-rattles and other examples of rampant Hargroving, there was a difference here.  1)  Since time immemorial, batters have complained about calls. So have pitchers and catchers.  Usually, nothing happens. Unless the league notified teams this year about not allowing complaints, Hirschbeck was acting against expectations.  2)  It's not as if Gant was ""in Hirschbeck's face"".  Gant said something about the call, stepped out of the box, and turned away from Hirschbeck.  As a hitter (alibet of little consequence, but with a decent eye), whenever receiving the short end of the stick on a questionable call, I'd want a moment or two out of the box, if for no other reason than to rethink the strike zone based on the experience of the last pitch.  And if I was really angry at the ump, I'd rather turn away and catch my breath than turn to him and say something that might get me tossed, especially at a key moment in the game.  When Gant turned away, Hirschbeck IMMEDIATELY motioned for Gant",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"Yes, I could look it up but I prefer to post this question  to the net...  I read somewhere in a long forgotten article that the handsignals  used by major league umps were originally used to help a  deaf ball player by the name of ""Dummy"". Urban myth? True?  I gots ta know. ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"    Here in Australia most cars are manual (privately owned anyway).  Why? Not sure, I think it has something to do with the fact that our car industry in the past was more closely aligned with Europe than the US in the past. Now it's aligned with Asia.  Scott. _______________________________________________________________________________ Scott Fisher [scott@psy.uwa.oz.au]  PH: Aus [61] Perth (09) Local (380 3272).                                                                              _--_|\       N Department of Psychology                                    /      \   ",7,rec.autos,2023-10-14 18:59:16.722480,yes
"    First, a longer game in no way suggests ""more baseball to watch,"" unless you include watching the grass grow as baseball.  The lengthier games are so because of batters stepping out of the box, pitchers taking longer between pitches and excessive trips to the mound by managers and pitching coaches.  And while it's true that the gaps between plays can be interesting, this is only true when they don't become extra-long.  Quickly-pitched games can grab and hold your attention much better.  Bring back the two-hour baseball game!  (And the three and a half hour golf game with it!)",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Are you kidding?  I'm stuck with the Toronto SkyDome, where their idea of a 7th inning stretch is that ""Blue Jays"" song where everyone gets to yell:  ""Okay, okay, Blue Jays, Blue Jays, Let's Play Ball!""  Wow.. what genius did it take to compose that one, to outshine the old classic.  And there are women on the field to ""lead the crowd"".",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"You guys are correct.  The Bricklin was produced in Canada. The National Museum of Science and Technology here in Ottawa has one, and sometimes they put it on display.  Most of the time, it stays in storage because the museum doesn't have much room. It's a big deal for a car to be Canadian and that's why they  have it.  If anybody's a fan, they also have a nice green '73 Riviera that looks like it just came out of the showroom. --  MIKE HARKER OTTAWA, ONTARIO, CANADA VOICE: 613-823-6757",7,rec.autos,2023-10-14 18:59:16.722480,yes
 I hadn't heard of the Valentine-1 before. Car&Driver and other auto magazines recommend BEL detectors.  I was considering their latest - the 966STi - which picks up Super Wideband Ka and Laser as well.  It also avoids  radar detector detectors (although I really don't care about this since I doubt I'll be driving in Virginia anytime soon - or have any other states also made detectors iilegal?)  How does the Valentine-1 compare with the BEL products?,7,rec.autos,2023-10-14 18:59:16.722480,yes
"It seems that there are more and more ""bands"" available for police radar each month.  I have recently purchased (within the last 8 months) the BEL 966STW.  While it is not a perfect detector by any means, it does do the job fairly well.    Now, however, I pick up a car magazine at the airport and read about this Super Ka Wideband which is a superset of the Ka Wideband that this latest generation of detectors was touted as covering.    So now BEL has a NEW series of detectors out that cover all the usual bands (X, K, Ka photo, Ka wideband) as well as the new Super Ka wideband.    Just as there comes a point of diminishing returns when chasing increased PC computing power with faster and faster CPUs (for the average home consumer, at least), it seems that there is now the same concern with radar detectors.  Does it make sense to upgrade just 8 months after purchasing my ""new"" detector? Is Valentine upgrading their equipment?  If so, it might be  worth it for me to upgrade to the Valentine.  I was in",7,rec.autos,2023-10-14 18:59:16.722480,yes
"   ""In Dog We Thrust""",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
 Wow! You really know how to hurt a guy. Guess I shouldn't bother watching any more games. It's already been decided. :^)  luigi ,9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"     I used to drive a truck a few years back. I once rode with an old codger that had been driving for about 30 yrs. The only time he would use the clutch was to get the truck moving. He could shift that 13 speed lightning quick, up or down, without the slightest rake of a gear. He was as smooth as silk. It was the most amazing shifting demonstration I've ever seen! Having said all that I  still don't know why anyone would want to shift a synchronized tranny without a clutch? Why do it? ",7,rec.autos,2023-10-14 18:59:16.722480,yes
"+>  +> Waving at other bikers makes more sense than just ""Hey, how's it going,  +>nice to meet you on the road, have a good ride"" +>  +> 2) It keeps you in the habit of watching really carefully for bikes when  +>you're IN a cage. This is a Good Thing.  + +Has anyone, while driving a cage, ever waved at bikers? I get the urge, +but I've never actually done it.  I've had people in cages wave at me or give me the thumbs up on occassion.  (I always return the wave or thumbs up).  That never happened to me until I started riding Harleys, so that may have something to do with it.  Why not try waving?  What bad could happen? ____________________________________________________________________________   Russian Roulette is fun 5 times out of 6",8,rec.motorcycles,2023-10-14 18:59:16.722480,yes
" Nah, let's reserve rec.sports.idiots for people who POST obvious flamebait, like yourself.  If someone posts something as controversial (not to mention idiotic) as what Austin posted in a widely accessed newsgroup, someone should challenge the statement.  There is a school of thought that suggests that silence = consent.  Whereas this idea may not apply to everything in life, it certainly SHOULD apply to a forum of public discussion, which r.s.b. is.  If you've been reading r.s.b. lately, you'll find that even elementary school children have had access to our postings, alibet in an edited form.  It's making me think a little more carefully about some of the things I post.  In conclusion, if someone like Austin wants to post his drivel in some obscure newsgroup that I don't read, fine.  He's got the right to rant, rave, and drool all he wants to in the name of free speech.  But if he drools in a newsgroup that I read, then I will support the right of anyone to provide rebuttal to his drooling.  Now, of course, you don't have to read any of this. And if you want to cut",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
" Brad McCrimmon was the captain of the Flames when he was traded to Detroit following the 1989-90 season. This was during the off-season though.  There's countless examples of captains being traded, I'm sure.",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"   But maybe his wife was :-)     I don't claim to know whether it's true or not, but a couple different people (totally unrelated) have said Harry was 'relieved' of his duties because he had more than platonic relations with Augie Busch's wife. Judgement is left to the individual, cuz I sure don't claim to be an impeachable source in this case.  ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  Yep.  And the Ks don't have to denote a slow game, either.  Last night, Sid Fernandez was mowing the Giants hitters down (14 Ks in 8 innings), yet the first 7 1/2 innings of the game were quite brisk.  He also threw 119 pitches, leading me to believe it isn't just the number of pitches that determines the length of a game, but the  behavior *between* pitches. ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"Hello all,  I know that after market sunroofs may have left a bad taste in some of   your mouths, but I am really interested in finding a ""good"" brand if one   exists.  Please let me know if you have heard of any makers with a good reputation (few failures, no leaks, that sort of thing) and whether or not you have had first hand experience with that manufacturer.  Who is generally regarded in the industry as the ""best"" (price no object) maker   of power sunroofs??   --Steve ",7,rec.autos,2023-10-14 18:59:16.722480,yes
" Williams does not like hitting cleanup!! Secondly, Bonds and Clark (in that order) are a lot more productive with runners in scoring position than Matt ""I am streaky, free swinger"" Williams.",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"o any of you experts want to analyze Ron Gant? Is his early season slump because he is still swinging his bat the way he was last year (trying to hit to all fields, etc.) or has he changed his swing back to the ""old"" Gant and is just in a small early season slump.  Is his spot int he lineup even secure, especially the way he has been hitting?   -- msilverm@nyx.cs.du.edu    GO CUBS!!!",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  Well, so are we, and we see it completely different than you. Guess it's a matter of perspective. ",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
"  Unfortunately, Roger is now over at r.s.baseball spewing his expertise (i.e. being a dickhead).  I guess he is afraid of posting anything here, because he knows what to expect.",10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" And it is not Hirschbeck's job to help Gant with any of these difficulties. If Gant can't gather his concentration for whatever reason, that just makes him all the more meat in the batter's box.  The umpire's job is to  maintain flow of play.  Gant is not entitled to time to regather his faculties.  Nor is anyone else.   Absolutely.  I think it'd be more accurate to say Gant was foolish.   If a disputed strike call is ample reason for a timeout, games would last about nine-fifteen weeks, if Jack Morris or Dave ""Whiner"" Stieb were pitching.  A disputed strike call is not sufficient for a time out. Suck it up, get back in the box, and never badmouth the blue.  They're not going to change their mind, and you're just going to come across as a pinhead, which won't help you with the borderline calls.  FTR - I never speak to umpires when I don't know them personally, nor do I glance at them, or react to calls.  As a result, I think I get more than my fair share of borderline calls at the plate,",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
that they out the little writing.    Ranger last see Mike went who is the penalties and reason? Islander test hard,10,rec.sport.hockey,2023-10-14 18:59:16.722480,yes
" Let's be careful here.  If players' performance was completely random in (Clutch-No Clutch), then you would still expect some players to be good in the clutch every year and some to be not-so-good every year. With two years worth of data, you'd have 1/4 of the players good each year, 1/4 bad each year, and 1/2 would have one good and one bad year. We have 96 players for 5 years ('84-'88).  Just flipping a coin, you'd expect 3 players to be good all 5 years and 3 to be bad every year. This is what we actually get--  No. of good years    0    1    2    3    4    5 Clutch performers    4   10   37   24   18    3 Coin flip (random)   3   15   30   30   15    3  Essentially the distribution of clutch performers by number of years of good performance is the same as what you would get if the process",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
"  The garbage started hitting the field well before the Sunday game.  It started on Thursday or Friday (I can't recall which games I *didn't* watch on TBS).  Deion was getting pelted with trash the whole time, it seemed.  The announcers talked about the change in the seating in the bleachers, and how that made it easier for the events that transpired.  I actually thought at the start of the Sunday slugfest that since it was a Sunday daygame the crowd would be a little different, more refined.  Surprise? ",9,rec.sport.baseball,2023-10-14 18:59:16.722480,yes
